"row_id","customer_id","gender","region","age","age_band","product_name","category","unit_price","quantity","total_price","total_price_flagged","shipping_fee","shipping_status","order_date"
441,"CUST0005","Female","East",56,"56-65","Mouse","Accessories","30.00",2,"60.00",False,"7.58","In Transit","2023-02-15"
442,"CUST0118","Female","West",23,"18-25","Smartphone","Electronics","800.00",2,"1600.00",False,"9.07","In Transit","2023-10-19"
443,"CUST0016","Female","North",61,"56-65","Keyboard","Accessories","50.00",1,"50.00",False,"19.39","Delivered","2023-07-28"
444,"CUST0168","Female","South",42,"36-45","Keyboard","Accessories","50.00",2,"100.00",False,"12.44","In Transit","2023-02-21"
445,"CUST0091","Male","North",30,"26-35","Keyboard","Accessories","50.00",1,"50.00",False,"19.02","Delivered","2023-12-14"
446,"CUST0066","Female","West",37,"36-45","Headphones","Accessories","100.00",3,"300.00",False,"16.67","Returned","2023-03-07"
447,"CUST0186","Female","East",55,"46-55","Mouse","Accessories","30.00",1,"30.00",False,"5.24","Returned","2023-05-25"
448,"CUST0130","Female","North",68,"66+","Monitor","Electronics","300.00",3,"900.00",False,"10.39","Returned","2023-02-09"
449,"CUST0274","Female","West",51,"46-55","Keyboard","Accessories","50.00",3,"150.00",False,"19.79","Delivered","2024-01-03"
450,"CUST0095","Female","East",60,"56-65","Monitor","Electronics","300.00",4,"1200.00",False,"7.26","In Transit","2023-08-20"
451,"CUST0128","Female","East",52,"46-55","Smartwatch","Wearables","200.00",5,"1000.00",False,"18.72","Delivered","2023-03-02"
452,"CUST0036","Male","South",NULL,"Unknown","Keyboard","Accessories","50.00",3,"150.00",False,"9.99","Unknown","2023-05-07"
453,"CUST0016","Female","East",61,"56-65","Monitor","Electronics","300.00",1,"300.00",False,"6.63","In Transit","2023-01-14"
454,"CUST0192","Male","South",58,"56-65","Mouse","Accessories","30.00",1,"30.00",False,"11.39","In Transit","2023-05-15"
455,"CUST0013","Female","East",55,"46-55","Keyboard","Accessories","50.00",4,"200.00",False,"6.66","Unknown","2023-08-13"
456,"CUST0059","Female","East",18,"18-25","Keyboard","Accessories","50.00",4,"200.00",False,"7.76","In Transit","2023-08-20"
457,"CUST0065","Female","South",41,"36-45","Smartphone","Electronics","800.00",1,"800.00",False,"6.24","Delivered","2023-08-03"
458,"CUST0025","Female","South",56,"56-65","Headphones","Accessories","100.00",3,"300.00",False,"5.86","In Transit","2023-11-25"
459,"CUST0160","Female","South",69,"66+","Laptop","Electronics","1500.00",2,"3000.00",False,"5.35","Returned","2023-10-30"
460,"CUST0096","Female","North",61,"56-65","Smartphone","Electronics","800.00",5,"4000.00",False,"13.72","Unknown","2023-03-09"
461,"CUST0071","Male","East",46,"46-55","Smartphone","Electronics","800.00",2,"1600.00",False,"13.10","In Transit","2023-01-07"
462,"CUST0044","Male","East",30,"26-35","Smartwatch","Wearables","200.00",2,"400.00",False,"13.54","In Transit","2023-08-08"
463,"CUST0299","Female","East",58,"56-65","Smartphone","Electronics","800.00",5,"4000.00",False,"5.65","Delivered","2023-12-16"
464,"CUST0291","Female","South",49,"46-55","Monitor","Electronics","300.00",3,"900.00",False,"17.93","Delivered","2023-05-29"
465,"CUST0266","Female","North",29,"26-35","Monitor","Electronics","300.00",4,"1200.00",False,"5.79","In Transit","2023-09-04"
466,"CUST0184","Female","North",54,"46-55","Smartphone","Electronics","800.00",1,"800.00",False,"13.72","In Transit","2023-08-30"
467,"CUST0130","Male","West",68,"66+","Keyboard","Accessories","50.00",3,"150.00",False,"8.99","Delivered","2023-02-02"
468,"CUST0052","Male","South",66,"66+","Monitor","Electronics","300.00",4,"1200.00",False,"17.59","Returned","2023-09-12"
469,"CUST0240","Male","East",39,"36-45","Keyboard","Accessories","50.00",4,"200.00",False,"13.51","Delivered","2023-12-21"
470,"CUST0054","Male","South",64,"56-65","Smartphone","Electronics","800.00",1,"800.00",False,"19.15","Delivered","2023-10-07"
471,"CUST0038","Female","North",57,"56-65","Keyboard","Accessories","50.00",2,"100.00",False,"16.78","Unknown","2023-11-16"
472,"CUST0023","Male","East",NULL,"Unknown","Monitor","Electronics","300.00",5,"1500.00",False,"8.56","In Transit","2023-10-30"
473,"CUST0183","Male","North",42,"36-45","Mouse","Accessories","30.00",5,"150.00",False,"9.26","Delivered","2023-02-21"
474,"CUST0012","Male","Unknown",28,"26-35","Monitor","Electronics","300.00",5,"1500.00",False,"13.09","Delivered","2023-03-12"
475,"CUST0136","Female","South",36,"36-45","Mouse","Accessories","30.00",5,"150.00",False,"6.58","In Transit","2023-10-17"
476,"CUST0052","Female","South",66,"66+","Mouse","Accessories","30.00",2,"60.00",False,"12.21","Delivered","2023-06-05"
477,"CUST0141","Male","West",58,"56-65","Monitor","Electronics","300.00",4,"1200.00",False,"6.40","Delivered","2023-03-03"
478,"CUST0144","Male","South",54,"46-55","Smartphone","Electronics","800.00",5,"4000.00",False,"19.43","In Transit","2023-07-12"
479,"CUST0156","Female","North",57,"56-65","Monitor","Electronics","300.00",1,"300.00",False,"15.49","In Transit","2023-02-05"
480,"CUST0199","Male","West",NULL,"Unknown","Smartphone","Electronics","800.00",3,"2400.00",False,"6.95","Returned","2023-09-22"
481,"CUST0197","Male","North",54,"46-55","Laptop","Electronics","1500.00",4,"6000.00",False,"5.05","Delivered","2023-07-12"
482,"CUST0196","Female","West",37,"36-45","Laptop","Electronics","1500.00",1,"1500.00",False,"12.95","Returned","2023-11-06"
483,"CUST0243","Female","West",58,"56-65","Headphones","Accessories","100.00",5,"500.00",False,"19.98","Returned","2023-08-13"
484,"CUST0182","Male","South",19,"18-25","Smartphone","Electronics","800.00",4,"3200.00",False,"12.30","Delivered","2023-01-23"
485,"CUST0296","Female","South",50,"46-55","Monitor","Electronics","300.00",4,"1200.00",False,"7.42","Delivered","2023-10-07"
486,"CUST0296","Female","West",50,"46-55","Mouse","Accessories","30.00",1,"30.00",False,"15.21","In Transit","2023-11-15"
487,"CUST0264","Female","West",59,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"19.80","In Transit","2023-12-26"
488,"CUST0136","Female","West",NULL,"Unknown","Mouse","Accessories","30.00",5,"150.00",False,"13.14","Returned","2023-11-11"
489,"CUST0010","Male","West",NULL,"Unknown","Headphones","Accessories","100.00",5,"500.00",False,"15.78","Delivered","2023-04-21"
490,"CUST0131","Male","West",67,"66+","Keyboard","Accessories","50.00",5,"250.00",False,"5.81","Delivered","2023-05-18"
491,"CUST0252","Male","West",55,"46-55","Headphones","Accessories","100.00",5,"500.00",False,"7.98","Returned","2023-05-16"
492,"CUST0294","Female","East",49,"46-55","Mouse","Accessories","30.00",5,"150.00",False,"19.83","In Transit","2023-09-11"
493,"CUST0253","Male","West",51,"46-55","Smartphone","Electronics","800.00",5,"4000.00",False,"16.14","Returned","2023-06-12"
494,"CUST0289","Female","North",37,"36-45","Mouse","Accessories","30.00",4,"120.00",False,"9.00","Returned","2024-01-03"
495,"CUST0126","Female","North",66,"66+","Smartphone","Electronics","800.00",1,"800.00",False,"16.42","In Transit","2023-09-26"
496,"CUST0024","Female","South",57,"56-65","Laptop","Electronics","1500.00",1,"1500.00",False,"9.69","Delivered","2023-11-22"
497,"CUST0058","Male","East",NULL,"Unknown","Laptop","Electronics","1500.00",4,"6000.00",False,"16.49","Delivered","2023-07-10"
498,"CUST0170","Male","West",40,"36-45","Keyboard","Accessories","50.00",2,"100.00",False,"14.00","Delivered","2023-11-23"
499,"CUST0064","Female","East",61,"56-65","Laptop","Electronics","1500.00",3,"4500.00",False,"12.21","Returned","2023-10-28"
500,"CUST0043","Male","North",22,"18-25","Keyboard","Accessories","50.00",4,"200.00",False,"9.82","Delivered","2023-01-05"
501,"CUST0103","Male","North",23,"18-25","Smartwatch","Wearables","200.00",5,"1000.00",False,"14.50","Delivered","2023-11-15"
502,"CUST0032","Male","North",63,"56-65","Mouse","Accessories","30.00",4,"120.00",False,"14.68","Returned","2023-03-11"
503,"CUST0182","Male","West",19,"18-25","Mouse","Accessories","30.00",1,"30.00",False,"17.33","Delivered","2023-08-31"
504,"CUST0076","Male","North",26,"26-35","Headphones","Accessories","100.00",2,"200.00",False,"17.84","Delivered","2023-12-12"
505,"CUST0215","Female","North",35,"26-35","Monitor","Electronics","300.00",5,"1500.00",False,"19.58","Delivered","2023-01-22"
506,"CUST0105","Male","South",27,"26-35","Keyboard","Accessories","50.00",5,"250.00",False,"17.69","In Transit","2023-12-31"
507,"CUST0295","Female","East",26,"26-35","Smartphone","Electronics","800.00",5,"4000.00",False,"18.99","In Transit","2023-12-31"
508,"CUST0002","Female","South",23,"18-25","Keyboard","Accessories","50.00",5,"250.00",False,"17.96","In Transit","2023-08-18"
509,"CUST0283","Female","East",67,"66+","Laptop","Electronics","1500.00",1,"1500.00",False,"11.14","In Transit","2023-06-25"
510,"CUST0047","Female","West",41,"36-45","Laptop","Electronics","1500.00",1,"1500.00",False,"14.86","Returned","2023-10-21"
511,"CUST0153","Male","West",NULL,"Unknown","Mouse","Accessories","30.00",2,"60.00",False,"6.54","Returned","2023-11-21"
512,"CUST0047","Male","East",41,"36-45","Headphones","Accessories","207.30",2,"414.61",True,"9.15","Returned","2023-04-23"
513,"CUST0269","Male","East",64,"56-65","Monitor","Electronics","300.00",4,"1200.00",False,"13.49","Returned","2023-09-09"
514,"CUST0022","Male","North",NULL,"Unknown","Laptop","Electronics","1500.00",2,"3000.00",False,"8.24","Delivered","2023-04-15"
515,"CUST0106","Female","East",50,"46-55","Smartphone","Electronics","800.00",3,"2400.00",False,"10.13","Returned","2023-06-26"
516,"CUST0284","Male","South",64,"56-65","Headphones","Accessories","100.00",2,"200.00",False,"10.57","In Transit","2023-06-03"
517,"CUST0149","Male","South",40,"36-45","Laptop","Electronics","1500.00",1,"1500.00",False,"14.19","In Transit","2023-05-20"
518,"CUST0068","Male","East",64,"56-65","Smartwatch","Wearables","200.00",3,"600.00",False,"5.70","In Transit","2023-04-07"
519,"CUST0289","Female","East",37,"36-45","Smartwatch","Wearables","200.00",5,"1000.00",False,"5.60","Returned","2023-11-18"
520,"CUST0247","Male","South",44,"36-45","Laptop","Electronics","1500.00",3,"4500.00",False,"18.21","In Transit","2023-05-01"
521,"CUST0295","Male","West",26,"26-35","Laptop","Electronics","1500.00",3,"4500.00",False,"12.84","Unknown","2023-05-27"
522,"CUST0236","Male","West",18,"18-25","Laptop","Electronics","1500.00",2,"3000.00",False,"18.07","Returned","2023-01-23"
523,"CUST0148","Male","West",NULL,"Unknown","Keyboard","Accessories","50.00",4,"200.00",False,"14.29","Delivered","2023-10-08"
524,"CUST0122","Male","North",68,"66+","Headphones","Accessories","100.00",4,"400.00",False,"11.52","Returned","2023-11-29"
525,"CUST0246","Female","South",64,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"15.77","Delivered","2023-09-29"
526,"CUST0282","Male","North",68,"66+","Laptop","Electronics","1500.00",4,"6000.00",False,"5.24","Delivered","2023-11-07"
527,"CUST0204","Male","West",54,"46-55","Headphones","Accessories","100.00",5,"500.00",False,"8.64","Delivered","2023-10-20"
528,"CUST0053","Male","North",25,"18-25","Laptop","Electronics","1500.00",4,"6000.00",False,"13.08","In Transit","2023-09-18"
529,"CUST0036","Male","Unknown",33,"26-35","Smartphone","Electronics","800.00",4,"3200.00",False,"13.29","Returned","2023-07-23"
530,"CUST0085","Male","West",18,"18-25","Smartphone","Electronics","800.00",5,"4000.00",False,"13.44","Delivered","2023-05-02"
531,"CUST0071","Female","South",NULL,"Unknown","Headphones","Accessories","100.00",1,"100.00",False,"14.98","Delivered","2023-12-04"
532,"CUST0248","Male","East",67,"66+","Monitor","Electronics","300.00",1,"300.00",False,"8.65","Returned","2023-08-27"
533,"CUST0088","Female","West",66,"66+","Headphones","Accessories","100.00",5,"500.00",False,"14.84","Delivered","2023-06-08"
534,"CUST0020","Female","North",55,"46-55","Monitor","Electronics","300.00",1,"300.00",False,"7.38","Delivered","2023-10-26"
535,"CUST0274","Female","East",51,"46-55","Laptop","Electronics","1500.00",5,"7500.00",False,"12.33","In Transit","2023-01-07"
536,"CUST0196","Male","East",37,"36-45","Smartwatch","Wearables","200.00",5,"1000.00",False,"19.55","Delivered","2023-04-23"
537,"CUST0022","Male","Unknown",33,"26-35","Smartphone","Electronics","800.00",3,"2400.00",False,"5.22","Returned","2023-09-12"
538,"CUST0211","Male","West",NULL,"Unknown","Keyboard","Accessories","50.00",1,"50.00",False,"14.62","Returned","2023-01-28"
539,"CUST0152","Female","South",69,"66+","Smartwatch","Wearables","200.00",3,"600.00",False,"19.07","Delivered","2023-07-16"
540,"CUST0042","Male","East",57,"56-65","Smartwatch","Wearables","200.00",5,"1000.00",False,"15.99","Returned","2023-01-04"
541,"CUST0235","Male","East",19,"18-25","Headphones","Accessories","100.00",5,"500.00",False,"19.53","In Transit","2023-04-08"
542,"CUST0206","Male","South",43,"36-45","Laptop","Electronics","1500.00",5,"7500.00",False,"13.04","In Transit","2023-05-03"
543,"CUST0103","Female","Unknown",23,"18-25","Mouse","Accessories","30.00",2,"60.00",False,"18.45","Returned","2023-07-15"
544,"CUST0179","Male","North",45,"36-45","Smartphone","Electronics","800.00",4,"3200.00",False,"15.02","Returned","2023-09-28"
545,"CUST0157","Female","East",48,"46-55","Keyboard","Accessories","50.00",4,"200.00",False,"8.27","In Transit","2023-05-22"
546,"CUST0272","Male","South",52,"46-55","Mouse","Accessories","30.00",3,"90.00",False,"8.66","In Transit","2023-03-30"
547,"CUST0071","Female","South",46,"46-55","Headphones","Accessories","100.00",5,"500.00",False,"11.88","Returned","2023-08-02"
548,"CUST0268","Male","North",21,"18-25","Keyboard","Accessories","50.00",3,"150.00",False,"15.03","In Transit","2023-05-20"
549,"CUST0017","Female","West",36,"36-45","Keyboard","Accessories","50.00",5,"250.00",False,"12.63","Delivered","2023-12-17"
550,"CUST0221","Male","West",33,"26-35","Monitor","Electronics","300.00",3,"900.00",False,"7.25","Returned","2023-11-01"
551,"CUST0207","Male","West",54,"46-55","Headphones","Accessories","100.00",2,"200.00",False,"6.22","Returned","2024-01-03"
552,"CUST0077","Male","East",50,"46-55","Monitor","Electronics","300.00",3,"900.00",False,"14.75","Delivered","2023-01-08"
553,"CUST0253","Female","East",51,"46-55","Headphones","Accessories","100.00",4,"400.00",False,"17.18","In Transit","2023-09-25"
554,"CUST0253","Female","East",51,"46-55","Keyboard","Accessories","50.00",3,"150.00",False,"14.99","In Transit","2023-04-18"
555,"CUST0225","Female","North",NULL,"Unknown","Smartwatch","Wearables","200.00",1,"200.00",False,"17.30","Delivered","2023-02-19"
556,"CUST0091","Female","West",30,"26-35","Headphones","Accessories","100.00",1,"100.00",False,"6.47","Delivered","2023-06-01"
557,"CUST0142","Female","South",32,"26-35","Keyboard","Accessories","50.00",5,"250.00",False,"10.39","In Transit","2023-06-28"
558,"CUST0142","Female","South",32,"26-35","Monitor","Electronics","300.00",1,"300.00",False,"9.57","In Transit","2023-04-24"
559,"CUST0032","Male","North",63,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"6.57","Delivered","2023-12-08"
560,"CUST0011","Male","West",54,"46-55","Keyboard","Accessories","50.00",1,"50.00",False,"13.90","Delivered","2023-11-04"
561,"CUST0204","Male","West",54,"46-55","Laptop","Electronics","3109.56",5,"15547.80",True,"19.71","Returned","2023-04-18"
562,"CUST0068","Male","East",64,"56-65","Smartwatch","Wearables","200.00",2,"400.00",False,"11.49","Returned","2023-09-24"
563,"CUST0222","Female","East",61,"56-65","Mouse","Accessories","30.00",2,"60.00",False,"13.74","Delivered","2023-11-13"
564,"CUST0145","Male","East",51,"46-55","Laptop","Electronics","1500.00",1,"1500.00",False,"15.23","Returned","2023-10-10"
565,"CUST0083","Female","South",28,"26-35","Laptop","Electronics","1500.00",1,"1500.00",False,"19.84","Unknown","2023-02-17"
566,"CUST0158","Female","North",51,"46-55","Headphones","Accessories","100.00",3,"300.00",False,"18.63","Unknown","2023-03-20"
567,"CUST0063","Female","North",20,"18-25","Laptop","Electronics","1500.00",5,"7500.00",False,"15.07","In Transit","2023-10-28"
568,"CUST0249","Male","South",33,"26-35","Monitor","Electronics","300.00",5,"1500.00",False,"15.98","In Transit","2023-01-16"
569,"CUST0012","Male","West",28,"26-35","Monitor","Electronics","300.00",2,"600.00",False,"14.13","Delivered","2023-02-11"
570,"CUST0038","Male","East",57,"56-65","Monitor","Electronics","300.00",2,"600.00",False,"17.67","In Transit","2023-12-18"
571,"CUST0216","Female","West",53,"46-55","Keyboard","Accessories","50.00",5,"250.00",False,"15.62","Returned","2023-09-01"
572,"CUST0172","Female","South",56,"56-65","Monitor","Electronics","300.00",5,"1500.00",False,"12.62","Returned","2023-07-20"
573,"CUST0048","Male","North",34,"26-35","Monitor","Electronics","300.00",2,"600.00",False,"11.88","Returned","2023-09-23"
574,"CUST0260","Male","East",32,"26-35","Monitor","Electronics","300.00",2,"600.00",False,"12.92","Returned","2023-07-14"
575,"CUST0063","Male","North",20,"18-25","Smartwatch","Wearables","200.00",4,"800.00",False,"15.78","Delivered","2023-06-14"
576,"CUST0218","Male","Unknown",36,"36-45","Laptop","Electronics","1500.00",4,"6000.00",False,"14.00","Returned","2023-06-06"
577,"CUST0263","Male","North",NULL,"Unknown","Smartphone","Electronics","800.00",2,"1600.00",False,"7.17","Unknown","2023-01-09"
578,"CUST0160","Male","South",69,"66+","Monitor","Electronics","300.00",2,"600.00",False,"18.79","Delivered","2023-07-29"
579,"CUST0250","Female","North",64,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"17.54","Returned","2023-08-05"
580,"CUST0038","Male","North",57,"56-65","Keyboard","Accessories","50.00",3,"150.00",False,"18.44","In Transit","2023-02-21"
581,"CUST0048","Male","North",34,"26-35","Monitor","Electronics","300.00",2,"600.00",False,"12.94","In Transit","2023-05-05"
582,"CUST0183","Female","West",42,"36-45","Monitor","Electronics","300.00",3,"900.00",False,"14.11","Returned","2023-01-16"
583,"CUST0240","Female","Unknown",39,"36-45","Headphones","Accessories","100.00",1,"100.00",False,"7.09","Delivered","2023-06-26"
584,"CUST0155","Male","North",41,"36-45","Smartwatch","Wearables","200.00",1,"200.00",False,"18.84","In Transit","2023-04-20"
585,"CUST0185","Male","North",29,"26-35","Laptop","Electronics","1500.00",5,"7500.00",False,"13.95","Delivered","2023-10-30"
586,"CUST0229","Female","North",NULL,"Unknown","Headphones","Accessories","100.00",4,"400.00",False,"11.95","Delivered","2023-09-04"
587,"CUST0229","Male","North",45,"36-45","Mouse","Accessories","30.00",3,"90.00",False,"10.06","Delivered","2023-02-18"
588,"CUST0139","Male","North",57,"56-65","Mouse","Accessories","30.00",5,"150.00",False,"19.16","Returned","2023-01-07"
589,"CUST0009","Male","West",50,"46-55","Headphones","Accessories","100.00",2,"200.00",False,"19.13","Unknown","2023-10-08"
590,"CUST0095","Male","West",60,"56-65","Keyboard","Accessories","50.00",5,"250.00",False,"13.00","Returned","2023-12-19"
591,"CUST0001","Female","East",38,"36-45","Keyboard","Accessories","50.00",3,"150.00",False,"6.14","Returned","2023-04-10"
592,"CUST0200","Male","East",68,"66+","Laptop","Electronics","1500.00",3,"4500.00",False,"11.29","Returned","2023-06-01"
593,"CUST0086","Male","West",26,"26-35","Smartwatch","Wearables","200.00",5,"1000.00",False,"14.83","Delivered","2023-07-03"
594,"CUST0193","Female","North",64,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"15.97","Delivered","2023-10-15"
595,"CUST0193","Female","East",64,"56-65","Headphones","Accessories","100.00",4,"400.00",False,"12.48","In Transit","2023-06-10"
596,"CUST0044","Female","East",30,"26-35","Monitor","Electronics","300.00",4,"1200.00",False,"10.86","Delivered","2023-09-03"
597,"CUST0187","Male","East",25,"18-25","Laptop","Electronics","1500.00",5,"7500.00",False,"16.95","Delivered","2023-03-04"
598,"CUST0006","Female","East",52,"46-55","Headphones","Accessories","100.00",2,"200.00",False,"18.95","In Transit","2023-01-24"
599,"CUST0021","Male","North",43,"36-45","Mouse","Accessories","30.00",4,"120.00",False,"10.77","Unknown","2023-09-24"
600,"CUST0271","Female","South",46,"46-55","Headphones","Accessories","100.00",2,"200.00",False,"19.54","Returned","2023-06-20"
601,"CUST0160","Male","East",69,"66+","Laptop","Electronics","1500.00",4,"6000.00",False,"10.00","Delivered","2023-11-15"
602,"CUST0095","Female","East",NULL,"Unknown","Laptop","Electronics","1500.00",5,"7500.00",False,"12.35","In Transit","2023-04-28"
603,"CUST0025","Female","East",56,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"17.34","Returned","2023-05-22"
604,"CUST0188","Male","West",29,"26-35","Keyboard","Accessories","50.00",3,"150.00",False,"12.06","Returned","2023-04-02"
605,"CUST0238","Female","West",NULL,"Unknown","Mouse","Accessories","30.00",2,"60.00",False,"14.07","Unknown","2023-11-15"
606,"CUST0180","Male","North",NULL,"Unknown","Laptop","Electronics","1500.00",2,"3000.00",False,"16.82","Unknown","2023-10-05"
607,"CUST0011","Female","North",54,"46-55","Smartphone","Electronics","800.00",5,"4000.00",False,"19.49","Returned","2023-08-22"
608,"CUST0264","Male","West",59,"56-65","Keyboard","Accessories","50.00",2,"100.00",False,"15.51","Returned","2023-07-16"
609,"CUST0156","Male","East",57,"56-65","Smartwatch","Wearables","200.00",5,"1000.00",False,"9.77","Returned","2023-01-27"
610,"CUST0044","Male","West",30,"26-35","Headphones","Accessories","100.00",1,"100.00",False,"15.64","Delivered","2023-09-06"
611,"CUST0202","Male","East",56,"56-65","Smartphone","Electronics","800.00",5,"4000.00",False,"12.22","Delivered","2023-05-06"
612,"CUST0171","Male","East",21,"18-25","Headphones","Accessories","100.00",5,"500.00",False,"13.70","In Transit","2023-01-14"
613,"CUST0109","Female","Unknown",57,"56-65","Laptop","Electronics","1500.00",4,"6000.00",False,"12.77","Delivered","2023-04-28"
614,"CUST0213","Female","North",45,"36-45","Monitor","Electronics","300.00",4,"1200.00",False,"14.76","Delivered","2023-01-02"
615,"CUST0261","Male","North",NULL,"Unknown","Mouse","Accessories","30.00",3,"90.00",False,"11.71","Delivered","2023-11-09"
616,"CUST0030","Female","East",44,"36-45","Smartphone","Electronics","800.00",5,"4000.00",False,"17.36","Returned","2023-07-03"
617,"CUST0145","Male","North",51,"46-55","Headphones","Accessories","100.00",4,"400.00",False,"10.89","Delivered","2023-01-14"
618,"CUST0044","Male","Unknown",30,"26-35","Smartphone","Electronics","800.00",1,"800.00",False,"14.23","In Transit","2023-02-23"
619,"CUST0199","Male","North",41,"36-45","Monitor","Electronics","300.00",1,"300.00",False,"9.50","Delivered","2023-06-11"
620,"CUST0111","Female","West",19,"18-25","Monitor","Electronics","300.00",3,"900.00",False,"13.79","In Transit","2023-05-16"
621,"CUST0124","Male","South",53,"46-55","Smartphone","Electronics","800.00",1,"800.00",False,"5.36","Returned","2023-03-16"
622,"CUST0299","Male","West",58,"56-65","Smartphone","Electronics","800.00",5,"4000.00",False,"19.93","In Transit","2023-01-03"
623,"CUST0241","Female","Unknown",27,"26-35","Keyboard","Accessories","50.00",2,"100.00",False,"19.92","Delivered","2023-06-02"
624,"CUST0010","Male","South",37,"36-45","Smartwatch","Wearables","200.00",2,"400.00",False,"14.16","Delivered","2023-06-06"
625,"CUST0293","Female","East",32,"26-35","Laptop","Electronics","1500.00",5,"7500.00",False,"7.52","Returned","2023-10-28"
626,"CUST0225","Male","West",65,"56-65","Monitor","Electronics","300.00",4,"1200.00",False,"10.09","Returned","2023-01-31"
627,"CUST0197","Male","North",54,"46-55","Laptop","Electronics","1500.00",4,"6000.00",False,"6.73","In Transit","2023-04-28"
628,"CUST0035","Female","West",20,"18-25","Mouse","Accessories","30.00",4,"120.00",False,"5.19","Returned","2023-07-22"
629,"CUST0280","Male","Unknown",44,"36-45","Keyboard","Accessories","50.00",1,"50.00",False,"12.30","Delivered","2023-06-12"
630,"CUST0129","Male","South",66,"66+","Laptop","Electronics","1500.00",4,"6000.00",False,"13.08","In Transit","2023-03-20"
631,"CUST0144","Female","Unknown",54,"46-55","Laptop","Electronics","1500.00",4,"6000.00",False,"12.00","Returned","2023-04-14"
632,"CUST0174","Male","North",68,"66+","Mouse","Accessories","30.00",2,"60.00",False,"9.28","Delivered","2023-05-04"
633,"CUST0219","Female","South",48,"46-55","Keyboard","Accessories","50.00",5,"250.00",False,"14.34","Delivered","2023-09-28"
634,"CUST0198","Male","South",56,"56-65","Monitor","Electronics","300.00",2,"600.00",False,"17.13","In Transit","2023-08-01"
635,"CUST0139","Male","North",57,"56-65","Monitor","Electronics","300.00",1,"300.00",False,"13.55","Delivered","2023-09-26"
636,"CUST0149","Male","West",40,"36-45","Mouse","Accessories","30.00",5,"150.00",False,"9.01","Returned","2023-11-14"
637,"CUST0031","Male","North",67,"66+","Laptop","Electronics","1500.00",4,"6000.00",False,"13.30","Delivered","2023-11-01"
638,"CUST0036","Female","South",33,"26-35","Headphones","Accessories","100.00",5,"500.00",False,"8.27","In Transit","2023-06-30"
639,"CUST0029","Female","West",66,"66+","Laptop","Electronics","1500.00",2,"3000.00",False,"9.26","In Transit","2023-10-10"
640,"CUST0071","Male","West",46,"46-55","Monitor","Electronics","300.00",3,"900.00",False,"18.83","Returned","2023-09-19"
641,"CUST0108","Female","East",NULL,"Unknown","Monitor","Electronics","300.00",1,"300.00",False,"6.55","Delivered","2024-01-03"
642,"CUST0251","Male","East",42,"36-45","Laptop","Electronics","1500.00",2,"3000.00",False,"12.17","Unknown","2023-01-09"
643,"CUST0142","Male","North",32,"26-35","Laptop","Electronics","1500.00",1,"1500.00",False,"8.53","In Transit","2023-08-11"
644,"CUST0025","Male","West",56,"56-65","Monitor","Electronics","300.00",1,"300.00",False,"8.87","Returned","2023-07-25"
645,"CUST0031","Female","South",67,"66+","Smartwatch","Wearables","200.00",1,"200.00",False,"5.45","Returned","2023-09-30"
646,"CUST0159","Male","North",NULL,"Unknown","Headphones","Accessories","100.00",2,"200.00",False,"10.39","Returned","2023-10-26"
647,"CUST0094","Male","South",30,"26-35","Headphones","Accessories","100.00",4,"400.00",False,"13.94","Delivered","2023-12-22"
648,"CUST0072","Male","East",21,"18-25","Headphones","Accessories","100.00",4,"400.00",False,"12.96","In Transit","2023-09-13"
649,"CUST0078","Female","South",38,"36-45","Keyboard","Accessories","50.00",4,"200.00",False,"11.00","Returned","2023-12-26"
650,"CUST0105","Male","West",27,"26-35","Laptop","Electronics","1500.00",2,"3000.00",False,"13.22","In Transit","2023-09-06"
651,"CUST0152","Male","North",69,"66+","Monitor","Electronics","300.00",5,"1500.00",False,"17.75","In Transit","2023-11-14"
652,"CUST0160","Female","West",69,"66+","Smartphone","Electronics","800.00",3,"2400.00",False,"15.53","In Transit","2023-04-25"
653,"CUST0248","Female","South",67,"66+","Laptop","Electronics","1500.00",1,"1500.00",False,"13.92","Delivered","2023-07-26"
654,"CUST0133","Male","West",47,"46-55","Smartwatch","Wearables","200.00",3,"600.00",False,"13.73","Delivered","2023-06-15"
655,"CUST0260","Male","West",32,"26-35","Monitor","Electronics","300.00",3,"900.00",False,"8.48","Delivered","2023-05-22"
656,"CUST0051","Female","West",41,"36-45","Laptop","Electronics","1500.00",3,"4500.00",False,"13.82","Delivered","2023-12-07"
657,"CUST0177","Female","East",29,"26-35","Mouse","Accessories","30.00",1,"30.00",False,"11.33","In Transit","2023-02-28"
658,"CUST0004","Male","North",65,"56-65","Monitor","Electronics","300.00",4,"1200.00",False,"11.14","Unknown","2024-01-03"
659,"CUST0195","Female","East",48,"46-55","Smartwatch","Wearables","200.00",5,"1000.00",False,"10.90","In Transit","2023-05-04"
660,"CUST0122","Male","East",68,"66+","Laptop","Electronics","1500.00",1,"1500.00",False,"19.37","Unknown","2023-08-27"
661,"CUST0058","Female","North",42,"36-45","Mouse","Accessories","30.00",5,"150.00",False,"8.28","Returned","2023-11-14"
